common_name,botanical_name,plant_url
Slender Mariposa Lily,Calochortus clavatus var. gracilis,//legacy.calscape.org/qrcodes/Calochortus-clavatus-var.-gracilis(192)
Fringed Willowherb,Epilobium ciliatum ssp. glandulosum,//legacy.calscape.org/qrcodes/Epilobium-ciliatum-ssp.-glandulosum(192)
Hairy Bird's Beak,Cordylanthus pilosus ssp. pilosus,//legacy.calscape.org/qrcodes/Cordylanthus-pilosus-ssp.-pilosus(192)
Bicolor Linanthus,Leptosiphon bicolor,//legacy.calscape.org/qrcodes/Leptosiphon-bicolor(192)
Club Haired Mariposa Lily,Calochortus clavatus var. clavatus,//legacy.calscape.org/qrcodes/Calochortus-clavatus-var.-clavatus(192)
San Diego Pea,Lathyrus vestitus var. alefeldii,//legacy.calscape.org/qrcodes/Lathyrus-vestitus-var.-alefeldii(192)
Roundleaf Snowberry,Symphoricarpos rotundifolius,//legacy.calscape.org/qrcodes/Symphoricarpos-rotundifolius(192)
Soap Plant,Chlorogalum pomeridianum var. pomeridianum,//legacy.calscape.org/qrcodes/Chlorogalum-pomeridianum-var.-pomeridianum(192)
Blue Wildrye,Elymus glaucus ssp. virescens,//legacy.calscape.org/qrcodes/Elymus-glaucus-ssp.-virescens(192)
Menzies' Goldenbush,Isocoma menziesii var. sedoides,//legacy.calscape.org/qrcodes/Isocoma-menziesii-var.-sedoides(192)
Whitestem Clarkia,Clarkia gracilis ssp. albicaulis,//legacy.calscape.org/qrcodes/Clarkia-gracilis-ssp.-albicaulis(192)
Purdy's Foothill Penstemon,Penstemon heterophyllus var. purdyi,//legacy.calscape.org/qrcodes/Penstemon-heterophyllus-var.-purdyi(192)
California False Hellbore,Veratrum californicum var. californicum,//legacy.calscape.org/qrcodes/Veratrum-californicum-var.-californicum(192)
Wavyleaf Indian Paintbrush,Castilleja applegatei ssp. martinii,//legacy.calscape.org/qrcodes/Castilleja-applegatei-ssp.-martinii(192)
Balloonpod Milkvetch,Astragalus whitneyi,//legacy.calscape.org/qrcodes/Astragalus-whitneyi(192)
Checker Mallow,Sidalcea malviflora ssp. malviflora,//legacy.calscape.org/qrcodes/Sidalcea-malviflora-ssp.-malviflora(192)
Palmer's Mariposa Lily,Calochortus palmeri var. palmeri,//legacy.calscape.org/qrcodes/Calochortus-palmeri-var.-palmeri(192)
Smooth Nerve Sedge,Carex heteroneura,//legacy.calscape.org/qrcodes/Carex-heteroneura(192)
Berry's Mountain Pride,Penstemon newberryi var. berryi,//legacy.calscape.org/qrcodes/Penstemon-newberryi-var.-berryi(192)
Dwarf Checkerbloom,Sidalcea malviflora ssp. laciniata,//legacy.calscape.org/qrcodes/Sidalcea-malviflora-ssp.-laciniata(192)
Palmer's Penstemon,Penstemon palmeri var. palmeri,//legacy.calscape.org/qrcodes/Penstemon-palmeri-var.-palmeri(192)
Wright's Buckwheat,Eriogonum wrightii var. trachygonum,//legacy.calscape.org/qrcodes/Eriogonum-wrightii-var.-trachygonum(192)
Strawberry Saxifrage,Saxifragopsis fragarioides,//legacy.calscape.org/qrcodes/Saxifragopsis-fragarioides(192)
Perennial Vool Star,Eriastrum densifolium ssp. austromontanum,//legacy.calscape.org/qrcodes/Eriastrum-densifolium-ssp.-austromontanum(192)
Dewey Sedge,Carex deweyana,//legacy.calscape.org/qrcodes/Carex-deweyana(192)
Cut Leaved Daisy,Erigeron compositus,//legacy.calscape.org/qrcodes/Erigeron-compositus(192)
Tower Mustard,Turritis glabra,//legacy.calscape.org/qrcodes/Turritis-glabra(192)
Yellow Violet,Viola lobata,//legacy.calscape.org/qrcodes/Viola-lobata(192)
Hall's Sticky Currant,Ribes viscosissimum,//legacy.calscape.org/qrcodes/Ribes-viscosissimum(192)
Bog Saxifrage,Micranthes oregana,//legacy.calscape.org/qrcodes/Micranthes-oregana(192)
Pallid Mountain Monardella,Monardella odoratissima ssp. pallida,//legacy.calscape.org/qrcodes/Monardella-odoratissima-ssp.-pallida(192)
Silvery Lupine,Lupinus argenteus var. argenteus,//legacy.calscape.org/qrcodes/Lupinus-argenteus-var.-argenteus(192)
Wavy Leaved Ceanothus,Ceanothus foliosus var. foliosus,//legacy.calscape.org/qrcodes/Ceanothus-foliosus-var.-foliosus(192)
Giant Eriastrum,Eriastrum densifolium ssp. densifolium,//legacy.calscape.org/qrcodes/Eriastrum-densifolium-ssp.-densifolium(192)
Western Blister Sedge,Carex exsiccata,//legacy.calscape.org/qrcodes/Carex-exsiccata(192)
River Bulrush,Bolboschoenus fluviatilis,//legacy.calscape.org/qrcodes/Bolboschoenus-fluviatilis(192)
Padre's Shootingstar,Primula clevelandii var. gracilis,//legacy.calscape.org/qrcodes/Primula-clevelandii-var.-gracilis(192)
Oregon Checkerbloom,Sidalcea oregana ssp. oregana,//legacy.calscape.org/qrcodes/Sidalcea-oregana-ssp.-oregana(192)
Stillman's Stipa,Stipa stillmanii,//legacy.calscape.org/qrcodes/Stipa-stillmanii(192)
Sickle Saltbush,Atriplex gardneri var. falcata,//legacy.calscape.org/qrcodes/Atriplex-gardneri-var.-falcata(192)
Ben Lomond Buckwheat,Eriogonum nudum var. decurrens,//legacy.calscape.org/qrcodes/Eriogonum-nudum-var.-decurrens(192)
Pursh's Milk Vetch,Astragalus purshii var. tinctus,//legacy.calscape.org/qrcodes/Astragalus-purshii-var.-tinctus(192)
Mat Cholla,Grusonia parishii,//legacy.calscape.org/qrcodes/Grusonia-parishii(192)
California Saxifrage,Micranthes californica,//legacy.calscape.org/qrcodes/Micranthes-californica(192)
Sargent's Catchfly,Silene sargentii,//legacy.calscape.org/qrcodes/Silene-sargentii(192)
Shooting Star,Primula clevelandii var. patula,//legacy.calscape.org/qrcodes/Primula-clevelandii-var.-patula(192)
Gypsum Loving Larkspur,Delphinium gypsophilum,//legacy.calscape.org/qrcodes/Delphinium-gypsophilum(192)
Twinberry,Lonicera involucrata var. involucrata,//legacy.calscape.org/qrcodes/Lonicera-involucrata-var.-involucrata(192)
Fringed Willowherb,Epilobium ciliatum ssp. ciliatum,//legacy.calscape.org/qrcodes/Epilobium-ciliatum-ssp.-ciliatum(192)
Large Flowered Sand Spurry,Spergularia macrotheca,//legacy.calscape.org/qrcodes/Spergularia-macrotheca(192)
Torrey's Cryptantha,Cryptantha torreyana,//legacy.calscape.org/qrcodes/Cryptantha-torreyana(192)
Desert Shredding Primrose,Eremothera boothii ssp. decorticans,//legacy.calscape.org/qrcodes/Eremothera-boothii-ssp.-decorticans(192)
Sticky Cinquefoil,Drymocallis glandulosa var. glandulosa,//legacy.calscape.org/qrcodes/Drymocallis-glandulosa-var.-glandulosa(192)
Big Deervetch,Hosackia crassifolia var. crassifolia,//legacy.calscape.org/qrcodes/Hosackia-crassifolia-var.-crassifolia(192)
Woolly Fruited Lomatium,Lomatium dasycarpum ssp. dasycarpum,//legacy.calscape.org/qrcodes/Lomatium-dasycarpum-ssp.-dasycarpum(192)
Davidson's Penstemon,Penstemon davidsonii var. davidsonii,//legacy.calscape.org/qrcodes/Penstemon-davidsonii-var.-davidsonii(192)
Autumn Dwarf Gentian,Gentianella amarella ssp. acuta,//legacy.calscape.org/qrcodes/Gentianella-amarella-ssp.-acuta(192)
Red Ribbons,Clarkia concinna ssp. concinna,//legacy.calscape.org/qrcodes/Clarkia-concinna-ssp.-concinna(192)
Viscid Locoweed,Oxytropis borealis var. viscida,//legacy.calscape.org/qrcodes/Oxytropis-borealis-var.-viscida(192)
Hemlock Waterparsnip,Sium suave,//legacy.calscape.org/qrcodes/Sium-suave(192)
Western Burning Bush,Euonymus occidentalis var. occidentalis,//legacy.calscape.org/qrcodes/Euonymus-occidentalis-var.-occidentalis(192)
Cleveland's Beardtongue,Penstemon clevelandii var. clevelandii,//legacy.calscape.org/qrcodes/Penstemon-clevelandii-var.-clevelandii(192)
Austin's Beardtongue,Penstemon floridus var. austinii,//legacy.calscape.org/qrcodes/Penstemon-floridus-var.-austinii(192)
Robust Vervain,Verbena lasiostachys var. scabrida,//legacy.calscape.org/qrcodes/Verbena-lasiostachys-var.-scabrida(192)
Narrowleaf Mock Goldenweed,Nestotus stenophyllus,//legacy.calscape.org/qrcodes/Nestotus-stenophyllus(192)
Utah Miner's Lettuce,Claytonia parviflora ssp. parviflora,//legacy.calscape.org/qrcodes/Claytonia-parviflora-ssp.-parviflora(192)
Peirson's Spring Beauty,Claytonia lanceolata,//legacy.calscape.org/qrcodes/Claytonia-lanceolata(192)
Long Stemmed Buckwheat,Eriogonum elongatum var. elongatum,//legacy.calscape.org/qrcodes/Eriogonum-elongatum-var.-elongatum(192)
Bur Reed,Sparganium eurycarpum var. eurycarpum,//legacy.calscape.org/qrcodes/Sparganium-eurycarpum-var.-eurycarpum(192)
California Mountain Ash,Sorbus californica,//legacy.calscape.org/qrcodes/Sorbus-californica(192)
San Nicolas Island Buckwheat,Eriogonum grande var. timorum,//legacy.calscape.org/qrcodes/Eriogonum-grande-var.-timorum(192)
Canyon Creek Stonecrop,Sedum obtusatum ssp. paradisum,//legacy.calscape.org/qrcodes/Sedum-obtusatum-ssp.-paradisum(192)
Secund Jewelflower,Streptanthus glandulosus ssp. secundus,//legacy.calscape.org/qrcodes/Streptanthus-glandulosus-ssp.-secundus(192)
Falcate Rush,Juncus falcatus,//legacy.calscape.org/qrcodes/Juncus-falcatus(192)
Short Spike Hedge Nettle,Stachys pycnantha,//legacy.calscape.org/qrcodes/Stachys-pycnantha(192)
Carolina Bugbane,Trautvetteria caroliniensis,//legacy.calscape.org/qrcodes/Trautvetteria-caroliniensis(192)
Lanceleaf Figwort,Scrophularia lanceolata,//legacy.calscape.org/qrcodes/Scrophularia-lanceolata(192)
Congdon's Onion,Allium sanbornii var. congdonii,//legacy.calscape.org/qrcodes/Allium-sanbornii-var.-congdonii(192)
Brown Headed Rush,Juncus phaeocephalus var. phaeocephalus,//legacy.calscape.org/qrcodes/Juncus-phaeocephalus-var.-phaeocephalus(192)
American Saw Wort,Saussurea americana,//legacy.calscape.org/qrcodes/Saussurea-americana(192)
Santa Catalina Figwort,Scrophularia villosa,//legacy.calscape.org/qrcodes/Scrophularia-villosa(192)
Kellogg's Horkelia,Horkelia cuneata var. sericea,//legacy.calscape.org/qrcodes/Horkelia-cuneata-var.-sericea(192)
Camphorweed,Heterotheca subaxillaris ssp. latifolia,//legacy.calscape.org/qrcodes/Heterotheca-subaxillaris-ssp.-latifolia(192)
Davidson's Penstemon,Penstemon davidsonii,//legacy.calscape.org/qrcodes/Penstemon-davidsonii(192)
One Seeded Pussypaws,Calyptridium monospermum,//legacy.calscape.org/qrcodes/Calyptridium-monospermum(192)
Wild Cucumber,Marah oregana,//legacy.calscape.org/qrcodes/Marah-oregana(192)
Rough Canada Goldenrod,Solidago lepida var. salebrosa,//legacy.calscape.org/qrcodes/Solidago-lepida-var.-salebrosa(192)
Schott Indigobush,Psorothamnus schottii,//legacy.calscape.org/qrcodes/Psorothamnus-schottii(192)
Rod Wirelettuce,Stephanomeria virgata,//legacy.calscape.org/qrcodes/Stephanomeria-virgata(192)
California False Indigo,Amorpha californica var. californica,//legacy.calscape.org/qrcodes/Amorpha-californica-var.-californica(192)
Showy Penstemon,Penstemon spectabilis var. spectabilis,//legacy.calscape.org/qrcodes/Penstemon-spectabilis-var.-spectabilis(192)
Hillside Gooseberry,Ribes californicum var. californicum,//legacy.calscape.org/qrcodes/Ribes-californicum-var.-californicum(192)
Siskiyou Lewisia,Lewisia cotyledon var. cotyledon,//legacy.calscape.org/qrcodes/Lewisia-cotyledon-var.-cotyledon(192)
Western Mountain Ash,Sorbus sitchensis,//legacy.calscape.org/qrcodes/Sorbus-sitchensis(192)
Slender Arrow Grass,Triglochin concinna var. debilis,//legacy.calscape.org/qrcodes/Triglochin-concinna-var.-debilis(192)
Monterey Manzanita,Arctostaphylos hookeri ssp. hookeri,//legacy.calscape.org/qrcodes/Arctostaphylos-hookeri-ssp.-hookeri(192)
Pitted Onion,Allium lacunosum var. lacunosum,//legacy.calscape.org/qrcodes/Allium-lacunosum-var.-lacunosum(192)
Island Barberry,Berberis pinnata ssp. insularis,//legacy.calscape.org/qrcodes/Berberis-pinnata-ssp.-insularis(192)
Blair's Stephanomeria,Munzothamnus blairii,//legacy.calscape.org/qrcodes/Munzothamnus-blairii(192)
California Evening Primrose,Oenothera californica ssp. californica,//legacy.calscape.org/qrcodes/Oenothera-californica-ssp.-californica(192)
Marsh Violet,Viola palustris,//legacy.calscape.org/qrcodes/Viola-palustris(192)
Tompkins's Sedge,Carex tompkinsii,//legacy.calscape.org/qrcodes/Carex-tompkinsii(192)
Twin Crest Onion,Allium bisceptrum,//legacy.calscape.org/qrcodes/Allium-bisceptrum(192)
Stemless Mock Goldenweed,Stenotus acaulis,//legacy.calscape.org/qrcodes/Stenotus-acaulis(192)
Pygmyflower Rockjasmine,Androsace septentrionalis,//legacy.calscape.org/qrcodes/Androsace-septentrionalis(192)
Dwarf Brodiaea,Brodiaea terrestris ssp. terrestris,//legacy.calscape.org/qrcodes/Brodiaea-terrestris-ssp.-terrestris(192)
American Vetch,Vicia americana ssp. americana,//legacy.calscape.org/qrcodes/Vicia-americana-ssp.-americana(192)
Water Groundsel,Senecio hydrophilus,//legacy.calscape.org/qrcodes/Senecio-hydrophilus(192)
Autumn Dwarf Gentian,Gentianella amarella,//legacy.calscape.org/qrcodes/Gentianella-amarella(192)
Mexicali Onion,Allium peninsulare,//legacy.calscape.org/qrcodes/Allium-peninsulare(192)
Cream Sacs,Castilleja rubicundula ssp. lithospermoides,//legacy.calscape.org/qrcodes/Castilleja-rubicundula-ssp.-lithospermoides(192)
Mojave Tarplant,Deinandra mohavensis,//legacy.calscape.org/qrcodes/Deinandra-mohavensis(192)
Lobb's Buttercup,Ranunculus lobbii,//legacy.calscape.org/qrcodes/Ranunculus-lobbii(192)
Kennedy's Buckwheat,Eriogonum kennedyi var. kennedyi,//legacy.calscape.org/qrcodes/Eriogonum-kennedyi-var.-kennedyi(192)
Rincon Manzanita,Arctostaphylos stanfordiana ssp. decumbens,//legacy.calscape.org/qrcodes/Arctostaphylos-stanfordiana-ssp.-decumbens(192)
Jepson's Morning Glory,Calystegia malacophylla ssp. pedicellata,//legacy.calscape.org/qrcodes/Calystegia-malacophylla-ssp.-pedicellata(192)
Mountain Brome,Bromus carinatus var. carinatus,//legacy.calscape.org/qrcodes/Bromus-carinatus-var.-carinatus(192)
Engelmann's Aster,Eucephalus engelmannii,//legacy.calscape.org/qrcodes/Eucephalus-engelmannii(192)
Great Basin Bulrush,Amphiscirpus nevadensis,//legacy.calscape.org/qrcodes/Amphiscirpus-nevadensis(192)
Wheeler's Bluegrass,Poa wheeleri,//legacy.calscape.org/qrcodes/Poa-wheeleri(192)
Tolm's Onion,Allium tolmiei var. tolmiei,//legacy.calscape.org/qrcodes/Allium-tolmiei-var.-tolmiei(192)
Longtube Iris,Iris tenuissima ssp. tenuissima,//legacy.calscape.org/qrcodes/Iris-tenuissima-ssp.-tenuissima(192)
Ledge Stonecrop,Rhodiola integrifolia,//legacy.calscape.org/qrcodes/Rhodiola-integrifolia(192)
Sierra Beardtongue,Penstemon heterodoxus var. heterodoxus,//legacy.calscape.org/qrcodes/Penstemon-heterodoxus-var.-heterodoxus(192)
Mountain Penny Cress,Noccaea fendleri ssp. glauca,//legacy.calscape.org/qrcodes/Noccaea-fendleri-ssp.-glauca(192)
Coast Indian Paintbrush,Castilleja affinis ssp. affinis,//legacy.calscape.org/qrcodes/Castilleja-affinis-ssp.-affinis(192)
Goldback Fern,Pentagramma triangularis ssp. triangularis,//legacy.calscape.org/qrcodes/Pentagramma-triangularis-ssp.-triangularis(192)
Bridge's Gilia,Ipomopsis aggregata ssp. bridgesii,//legacy.calscape.org/qrcodes/Ipomopsis-aggregata-ssp.-bridgesii(192)
Mountain Blue Penstemon,Penstemon laetus var. laetus,//legacy.calscape.org/qrcodes/Penstemon-laetus-var.-laetus(192)
Gaping Keckiella,Keckiella breviflora var. breviflora,//legacy.calscape.org/qrcodes/Keckiella-breviflora-var.-breviflora(192)
Emersed Bur Reed,Sparganium emersum,//legacy.calscape.org/qrcodes/Sparganium-emersum(192)
Rusby's Globemallow,Sphaeralcea rusbyi,//legacy.calscape.org/qrcodes/Sphaeralcea-rusbyi(192)
Little Leaf Luina,Luina hypoleuca,//legacy.calscape.org/qrcodes/Luina-hypoleuca(192)
Hayfield Tarweed,Hemizonia congesta ssp. congesta,//legacy.calscape.org/qrcodes/Hemizonia-congesta-ssp.-congesta(192)
California Larkspur,Delphinium californicum ssp. californicum,//legacy.calscape.org/qrcodes/Delphinium-californicum-ssp.-californicum(192)
Giant Death Camas,Toxicoscordion exaltatum,//legacy.calscape.org/qrcodes/Toxicoscordion-exaltatum(192)
Lateral Sedge,Carex unilateralis,//legacy.calscape.org/qrcodes/Carex-unilateralis(192)
Low Bush Monkeyflower,Diplacus aurantiacus var. aridus,//legacy.calscape.org/qrcodes/Diplacus-aurantiacus-var.-aridus(192)
American Bird's-foot Trefoil,Lotus unifoliolatus var. unifoliolatus,//legacy.calscape.org/qrcodes/Lotus-unifoliolatus-var.-unifoliolatus(192)
Navajo Muhly,Muhlenbergia arsenei,//legacy.calscape.org/qrcodes/Muhlenbergia-arsenei(192)
Coastal Tarweed,Deinandra corymbosa ssp. corymbosa,//legacy.calscape.org/qrcodes/Deinandra-corymbosa-ssp.-corymbosa(192)
Parish's Wire Lettuce,Stephanomeria pauciflora,//legacy.calscape.org/qrcodes/Stephanomeria-pauciflora(192)
Rayless Ragwort,Senecio aronicoides,//legacy.calscape.org/qrcodes/Senecio-aronicoides(192)
Showy Goldeneye,Heliomeris multiflora,//legacy.calscape.org/qrcodes/Heliomeris-multiflora(192)
Caterpillar Phacelia,Phacelia cicutaria var. hispida,//legacy.calscape.org/qrcodes/Phacelia-cicutaria-var.-hispida(192)
Sierra Stonecrop,Sedum obtusatum ssp. obtusatum,//legacy.calscape.org/qrcodes/Sedum-obtusatum-ssp.-obtusatum(192)
Shining Mule Ears,Wyethia glabra,//legacy.calscape.org/qrcodes/Wyethia-glabra(192)
Parry's Oxytrope,Oxytropis parryi,//legacy.calscape.org/qrcodes/Oxytropis-parryi(192)
Weed's Mariposa Lily,Calochortus weedii var. weedii,//legacy.calscape.org/qrcodes/Calochortus-weedii-var.-weedii(192)
Bisbee Peak Rush Rose,Crocanthemum suffrutescens,//legacy.calscape.org/qrcodes/Crocanthemum-suffrutescens(192)
Hospital Canyon Larkspur,Delphinium californicum ssp. interius,//legacy.calscape.org/qrcodes/Delphinium-californicum-ssp.-interius(192)
Diablo Sanicle,Sanicula saxatilis,//legacy.calscape.org/qrcodes/Sanicula-saxatilis(192)
Lesser Paintbrush,Castilleja minor ssp. minor,//legacy.calscape.org/qrcodes/Castilleja-minor-ssp.-minor(192)
White Sagebrush,Artemisia ludoviciana ssp. ludoviciana,//legacy.calscape.org/qrcodes/Artemisia-ludoviciana-ssp.-ludoviciana(192)
Columbia Needlegrass,Stipa nelsonii,//legacy.calscape.org/qrcodes/Stipa-nelsonii(192)
Notch Leaf Clover,Trifolium bifidum var. decipiens,//legacy.calscape.org/qrcodes/Trifolium-bifidum-var.-decipiens(192)
Northern Blue Stemmed Keckiella,Keckiella ternata var. septentrionalis,//legacy.calscape.org/qrcodes/Keckiella-ternata-var.-septentrionalis(192)
Oblongleaf Stonecrop,Sedum oblanceolatum,//legacy.calscape.org/qrcodes/Sedum-oblanceolatum(192)
Long Stolon Sedge,Carex inops ssp. inops,//legacy.calscape.org/qrcodes/Carex-inops-ssp.-inops(192)
Pale Parish's Larkspur,Delphinium parishii ssp. pallidum,//legacy.calscape.org/qrcodes/Delphinium-parishii-ssp.-pallidum(192)
Rainbow Iris,Iris hartwegii ssp. pinetorum,//legacy.calscape.org/qrcodes/Iris-hartwegii-ssp.-pinetorum(192)
Alkali Desertparsley,Lomatium caruifolium var. caruifolium,//legacy.calscape.org/qrcodes/Lomatium-caruifolium-var.-caruifolium(192)
Tuberous Sanicle,Sanicula tuberosa,//legacy.calscape.org/qrcodes/Sanicula-tuberosa(192)
Streambank Saxifrage,Micranthes odontoloma,//legacy.calscape.org/qrcodes/Micranthes-odontoloma(192)
Arched Elegant Rock Cress,Boechera arcuata,//legacy.calscape.org/qrcodes/Boechera-arcuata(192)
Cushion Buckwheat,Eriogonum ovalifolium var. nivale,//legacy.calscape.org/qrcodes/Eriogonum-ovalifolium-var.-nivale(192)
Western Heart's Ease,Viola ocellata,//legacy.calscape.org/qrcodes/Viola-ocellata(192)
Foothill Penstemon,Penstemon heterophyllus var. heterophyllus,//legacy.calscape.org/qrcodes/Penstemon-heterophyllus-var.-heterophyllus(192)
Ocotillo,Fouquieria splendens ssp. splendens,//legacy.calscape.org/qrcodes/Fouquieria-splendens-ssp.-splendens(192)
Varileaf Phacelia,Phacelia heterophylla,//legacy.calscape.org/qrcodes/Phacelia-heterophylla(192)
Cooper's Goldenbush,Ericameria cooperi var. cooperi,//legacy.calscape.org/qrcodes/Ericameria-cooperi-var.-cooperi(192)
Olney's Hairy Sedge,Carex gynodynama,//legacy.calscape.org/qrcodes/Carex-gynodynama(192)
Spreading Larkspur,Delphinium patens ssp. patens,//legacy.calscape.org/qrcodes/Delphinium-patens-ssp.-patens(192)
Bristly Goldenaster,Heterotheca sessiliflora ssp. echioides,//legacy.calscape.org/qrcodes/Heterotheca-sessiliflora-ssp.-echioides(192)
Nude Buckwheat,Eriogonum nudum var. auriculatum,//legacy.calscape.org/qrcodes/Eriogonum-nudum-var.-auriculatum(192)
Tracy's Mistmaiden,Romanzoffia tracyi,//legacy.calscape.org/qrcodes/Romanzoffia-tracyi(192)
Clasping Venus' Looking Glass,Triodanis perfoliata,//legacy.calscape.org/qrcodes/Triodanis-perfoliata(192)
Jurupa Hills Sun Cups,Camissoniopsis ignota,//legacy.calscape.org/qrcodes/Camissoniopsis-ignota(192)
Menzies' Goldenbush,Isocoma menziesii var. menziesii,//legacy.calscape.org/qrcodes/Isocoma-menziesii-var.-menziesii(192)
Hair Leaved Rush,Juncus supiniformis,//legacy.calscape.org/qrcodes/Juncus-supiniformis(192)
Fendler's Waterleaf,Hydrophyllum fendleri,//legacy.calscape.org/qrcodes/Hydrophyllum-fendleri(192)
Purple Threeawn,Aristida purpurea var. purpurea,//legacy.calscape.org/qrcodes/Aristida-purpurea-var.-purpurea(192)
Suksdorf's Brome,Bromus suksdorfii,//legacy.calscape.org/qrcodes/Bromus-suksdorfii(192)
Southern Miner's Lettuce,Claytonia perfoliata ssp. mexicana,//legacy.calscape.org/qrcodes/Claytonia-perfoliata-ssp.-mexicana(192)
Pleated Gentian,Gentiana affinis,//legacy.calscape.org/qrcodes/Gentiana-affinis(192)
Torrey's Milkvetch,Astragalus calycosus,//legacy.calscape.org/qrcodes/Astragalus-calycosus(192)
Big Headed Yellow Chaenactis,Chaenactis glabriuscula var. megacephala,//legacy.calscape.org/qrcodes/Chaenactis-glabriuscula-var.-megacephala(192)
Groundsel,Packera breweri,//legacy.calscape.org/qrcodes/Packera-breweri(192)
Fowl Mannagrass,Glyceria elata,//legacy.calscape.org/qrcodes/Glyceria-elata(192)
Western Wakerobin,Trillium ovatum ssp. ovatum,//legacy.calscape.org/qrcodes/Trillium-ovatum-ssp.-ovatum(192)
Boreal Locoweed,Oxytropis borealis,//legacy.calscape.org/qrcodes/Oxytropis-borealis(192)
California Spineflower,Mucronea californica,//legacy.calscape.org/qrcodes/Mucronea-californica(192)
Sierra Stonecrop,Sedum obtusatum ssp. boreale,//legacy.calscape.org/qrcodes/Sedum-obtusatum-ssp.-boreale(192)
Western Bladderpod,Physaria occidentalis ssp. occidentalis,//legacy.calscape.org/qrcodes/Physaria-occidentalis-ssp.-occidentalis(192)
Gardner's Saltbush,Atriplex gardneri,//legacy.calscape.org/qrcodes/Atriplex-gardneri(192)
Long-stolon Sedge,Carex inops,//legacy.calscape.org/qrcodes/Carex-inops(192)
Slender Clarkia,Clarkia gracilis ssp. gracilis,//legacy.calscape.org/qrcodes/Clarkia-gracilis-ssp.-gracilis(192)
Smallflower Fescue,Festuca minutiflora,//legacy.calscape.org/qrcodes/Festuca-minutiflora(192)
Johnston's Bedstraw,Galium johnstonii,//legacy.calscape.org/qrcodes/Galium-johnstonii(192)
Mountain Monardella,Monardella odoratissima ssp. odoratissima,//legacy.calscape.org/qrcodes/Monardella-odoratissima-ssp.-odoratissima(192)
Gray Willow,Salix bebbiana,//legacy.calscape.org/qrcodes/Salix-bebbiana(192)
Nevada Buckwheat,Eriogonum umbellatum var. nevadense,//legacy.calscape.org/qrcodes/Eriogonum-umbellatum-var.-nevadense(192)
Rigid Bird's Beak,Cordylanthus rigidus ssp. rigidus,//legacy.calscape.org/qrcodes/Cordylanthus-rigidus-ssp.-rigidus(192)
Alpineflames,Pyrrocoma apargioides,//legacy.calscape.org/qrcodes/Pyrrocoma-apargioides(192)
Northern Sanicle,Sanicula graveolens,//legacy.calscape.org/qrcodes/Sanicula-graveolens(192)
Seabluff Catchfly,Silene douglasii,//legacy.calscape.org/qrcodes/Silene-douglasii(192)
Cycladenia,Cycladenia humilis var. humilis,//legacy.calscape.org/qrcodes/Cycladenia-humilis-var.-humilis(192)
Parry's Larkspur,Delphinium parryi ssp. parryi,//legacy.calscape.org/qrcodes/Delphinium-parryi-ssp.-parryi(192)
California Goldfields,Lasthenia californica ssp. californica,//legacy.calscape.org/qrcodes/Lasthenia-californica-ssp.-californica(192)
Desert Thorn,Lycium brevipes var. brevipes,//legacy.calscape.org/qrcodes/Lycium-brevipes-var.-brevipes(192)
California Goldenbanner,Thermopsis californica,//legacy.calscape.org/qrcodes/Thermopsis-californica(192)
Meadow Lupine,Lupinus polyphyllus var. polyphyllus,//legacy.calscape.org/qrcodes/Lupinus-polyphyllus-var.-polyphyllus(192)
Snowqueen,Synthyris cordata,//legacy.calscape.org/qrcodes/Synthyris-cordata(192)
Sierra Bluebells,Mertensia oblongifolia var. nevadensis,//legacy.calscape.org/qrcodes/Mertensia-oblongifolia-var.-nevadensis(192)
Carrotleaf Biscuitroot,Lomatium dissectum var. multifidum,//legacy.calscape.org/qrcodes/Lomatium-dissectum-var.-multifidum(192)
Koehler's Stipitate Rock Cress,Boechera koehleri,//legacy.calscape.org/qrcodes/Boechera-koehleri(192)
Eaton's Penstemon,Penstemon eatonii var. undosus,//legacy.calscape.org/qrcodes/Penstemon-eatonii-var.-undosus(192)
Virginia Glasswort,Salicornia depressa,//legacy.calscape.org/qrcodes/Salicornia-depressa(192)
Sierra Corydalis,Corydalis caseana ssp. caseana,//legacy.calscape.org/qrcodes/Corydalis-caseana-ssp.-caseana(192)
Bitter Root,Lewisia rediviva var. rediviva,//legacy.calscape.org/qrcodes/Lewisia-rediviva-var.-rediviva(192)
Waterfall False Buttercup,Ranunculus hystriculus,//legacy.calscape.org/qrcodes/Ranunculus-hystriculus(192)
Branched Lagophylla,Lagophylla ramosissima,//legacy.calscape.org/qrcodes/Lagophylla-ramosissima(192)
Southern Tauschia,Tauschia arguta,//legacy.calscape.org/qrcodes/Tauschia-arguta(192)
Poison Sanicle,Sanicula bipinnata,//legacy.calscape.org/qrcodes/Sanicula-bipinnata(192)
Common Spikeweed,Centromadia pungens,//legacy.calscape.org/qrcodes/Centromadia-pungens(192)
Cliff Sword Fern,Polystichum imbricans,//legacy.calscape.org/qrcodes/Polystichum-imbricans(192)
Wood Saxifrage,Saxifraga mertensiana,//legacy.calscape.org/qrcodes/Saxifraga-mertensiana(192)
Hearst's Manzanita,Arctostaphylos hookeri ssp. hearstiorum,//legacy.calscape.org/qrcodes/Arctostaphylos-hookeri-ssp.-hearstiorum(192)
Nodding Brome,Bromus porteri,//legacy.calscape.org/qrcodes/Bromus-porteri(192)
