common_name,botanical_name,plant_url
Ithuriel's Spear,Triteleia laxa,//legacy.calscape.org/qrcodes/Triteleia-laxa(192)
Purple Owl's Clover,Castilleja exserta,//legacy.calscape.org/qrcodes/Castilleja-exserta(192)
California Peony,Paeonia californica,//legacy.calscape.org/qrcodes/Paeonia-californica(192)
Mule Ears,Wyethia mollis,//legacy.calscape.org/qrcodes/Wyethia-mollis(192)
Blue Field Gilia,Gilia capitata,//legacy.calscape.org/qrcodes/Gilia-capitata(192)
Laurel Sumac,Malosma laurina,//legacy.calscape.org/qrcodes/Malosma-laurina(192)
Clustered Field Sedge,Carex praegracilis,//legacy.calscape.org/qrcodes/Carex-praegracilis(192)
Common Tidy Tips,Layia platyglossa,//legacy.calscape.org/qrcodes/Layia-platyglossa(192)
Tufted Poppy,Eschscholzia caespitosa,//legacy.calscape.org/qrcodes/Eschscholzia-caespitosa(192)
Greenleaf Manzanita,Arctostaphylos patula,//legacy.calscape.org/qrcodes/Arctostaphylos-patula(192)
Island Morning Glory,Calystegia macrostegia,//legacy.calscape.org/qrcodes/Calystegia-macrostegia(192)
Stanford's Manzanita,Arctostaphylos stanfordiana,//legacy.calscape.org/qrcodes/Arctostaphylos-stanfordiana(192)
Oneneedle Pinyon Pine,Pinus monophylla,//legacy.calscape.org/qrcodes/Pinus-monophylla(192)
Yellow Mariposa Lily,Calochortus luteus,//legacy.calscape.org/qrcodes/Calochortus-luteus(192)
White Pitcher Sage,Lepechinia calycina,//legacy.calscape.org/qrcodes/Lepechinia-calycina(192)
Tiger Lily,Lilium pardalinum,//legacy.calscape.org/qrcodes/Lilium-pardalinum(192)
Palmer's Penstemon,Penstemon palmeri,//legacy.calscape.org/qrcodes/Penstemon-palmeri(192)
California Box Thorn,Lycium californicum,//legacy.calscape.org/qrcodes/Lycium-californicum(192)
Common Sun Rose,Crocanthemum scoparium,//legacy.calscape.org/qrcodes/Crocanthemum-scoparium(192)
Silver Bush Lupine,Lupinus albifrons var. collinus,//legacy.calscape.org/qrcodes/Lupinus-albifrons-var.-collinus(192)
Desert Wishbone-bush,Mirabilis laevis,//legacy.calscape.org/qrcodes/Mirabilis-laevis(192)
Tricolor Gilia,Gilia tricolor,//legacy.calscape.org/qrcodes/Gilia-tricolor(192)
California Cudweed,Pseudognaphalium californicum,//legacy.calscape.org/qrcodes/Pseudognaphalium-californicum(192)
Sawtooth Goldenbush,Hazardia squarrosa,//legacy.calscape.org/qrcodes/Hazardia-squarrosa(192)
Mountain Whitethorn,Ceanothus cordulatus,//legacy.calscape.org/qrcodes/Ceanothus-cordulatus(192)
Garry's Oak,Quercus garryana,//legacy.calscape.org/qrcodes/Quercus-garryana(192)
Woollypod Milkweed,Asclepias eriocarpa,//legacy.calscape.org/qrcodes/Asclepias-eriocarpa(192)
Hooker's Evening Primrose,Oenothera elata,//legacy.calscape.org/qrcodes/Oenothera-elata(192)
Rubber Rabbitbrush,Ericameria nauseosa,//legacy.calscape.org/qrcodes/Ericameria-nauseosa(192)
Punch Bowl Godetia,Clarkia bottae,//legacy.calscape.org/qrcodes/Clarkia-bottae(192)
La Purisima Manzanita,Arctostaphylos purissima,//legacy.calscape.org/qrcodes/Arctostaphylos-purissima(192)
Meadow Rue,Thalictrum fendleri,//legacy.calscape.org/qrcodes/Thalictrum-fendleri(192)
Apache Plume,Fallugia paradoxa,//legacy.calscape.org/qrcodes/Fallugia-paradoxa(192)
Rainbow Manzanita,Arctostaphylos rainbowensis,//legacy.calscape.org/qrcodes/Arctostaphylos-rainbowensis(192)
Parry's Phacelia,Phacelia parryi,//legacy.calscape.org/qrcodes/Phacelia-parryi(192)
California Adolphia,Adolphia californica,//legacy.calscape.org/qrcodes/Adolphia-californica(192)
Hairy Yerba Santa,Eriodictyon trichocalyx,//legacy.calscape.org/qrcodes/Eriodictyon-trichocalyx(192)
Harvest Brodiaea,Brodiaea elegans,//legacy.calscape.org/qrcodes/Brodiaea-elegans(192)
Coastal Bush Lupine,Lupinus arboreus,//legacy.calscape.org/qrcodes/Lupinus-arboreus(192)
Chia,Salvia columbariae,//legacy.calscape.org/qrcodes/Salvia-columbariae(192)
Chick Lupine,Lupinus microcarpus,//legacy.calscape.org/qrcodes/Lupinus-microcarpus(192)
Purple Nightshade,Solanum xanti,//legacy.calscape.org/qrcodes/Solanum-xanti(192)
Sourberry,Rhus aromatica,//legacy.calscape.org/qrcodes/Rhus-aromatica(192)
Pink Honeysuckle,Lonicera hispidula,//legacy.calscape.org/qrcodes/Lonicera-hispidula(192)
Vervain,Verbena lasiostachys,//legacy.calscape.org/qrcodes/Verbena-lasiostachys(192)
Parry Manzanita,Arctostaphylos parryana,//legacy.calscape.org/qrcodes/Arctostaphylos-parryana(192)
Rooreh,Claytonia perfoliata,//legacy.calscape.org/qrcodes/Claytonia-perfoliata(192)
Pink Alumroot,Heuchera rubescens,//legacy.calscape.org/qrcodes/Heuchera-rubescens(192)
Meadow Lupine,Lupinus polyphyllus,//legacy.calscape.org/qrcodes/Lupinus-polyphyllus(192)
Slender Sunflower,Helianthus gracilentus,//legacy.calscape.org/qrcodes/Helianthus-gracilentus(192)
Collared Annual Lupine,Lupinus truncatus,//legacy.calscape.org/qrcodes/Lupinus-truncatus(192)
Woolly Leaf Manzanita,Arctostaphylos crustacea,//legacy.calscape.org/qrcodes/Arctostaphylos-crustacea(192)
Island Ironwood,Lyonothamnus floribundus,//legacy.calscape.org/qrcodes/Lyonothamnus-floribundus(192)
Common Woolly Sunflower,Eriophyllum lanatum,//legacy.calscape.org/qrcodes/Eriophyllum-lanatum(192)
Purple Three Awn,Aristida purpurea,//legacy.calscape.org/qrcodes/Aristida-purpurea(192)
Bigelow's Nolina,Nolina bigelovii,//legacy.calscape.org/qrcodes/Nolina-bigelovii(192)
Lodgepole Pine,Pinus contorta,//legacy.calscape.org/qrcodes/Pinus-contorta(192)
Banana Yucca,Yucca baccata,//legacy.calscape.org/qrcodes/Yucca-baccata(192)
California False Indigo,Amorpha californica,//legacy.calscape.org/qrcodes/Amorpha-californica(192)
Parish's Nightshade,Solanum parishii,//legacy.calscape.org/qrcodes/Solanum-parishii(192)
California Bluebell,Phacelia minor,//legacy.calscape.org/qrcodes/Phacelia-minor(192)
Spiny Rush,Juncus acutus,//legacy.calscape.org/qrcodes/Juncus-acutus(192)
Blue Grama,Bouteloua gracilis,//legacy.calscape.org/qrcodes/Bouteloua-gracilis(192)
Splendid Mariposa Lily,Calochortus splendens,//legacy.calscape.org/qrcodes/Calochortus-splendens(192)
Imbricate Phacelia,Phacelia imbricata,//legacy.calscape.org/qrcodes/Phacelia-imbricata(192)
Tobacco Brush,Ceanothus velutinus,//legacy.calscape.org/qrcodes/Ceanothus-velutinus(192)
Beavertail Pricklypear,Opuntia basilaris,//legacy.calscape.org/qrcodes/Opuntia-basilaris(192)
Lindley's Blazing Star,Mentzelia lindleyi,//legacy.calscape.org/qrcodes/Mentzelia-lindleyi(192)
Beach Strawberry,Fragaria chiloensis,//legacy.calscape.org/qrcodes/Fragaria-chiloensis(192)
Chaparral Clematis,Clematis lasiantha,//legacy.calscape.org/qrcodes/Clematis-lasiantha(192)
Red Fescue,Festuca rubra,//legacy.calscape.org/qrcodes/Festuca-rubra(192)
Gray Alder,Alnus incana,//legacy.calscape.org/qrcodes/Alnus-incana(192)
Deer Plant,Acmispon glaber,//legacy.calscape.org/qrcodes/Acmispon-glaber(192)
California Yerba Santa,Eriodictyon californicum,//legacy.calscape.org/qrcodes/Eriodictyon-californicum(192)
Leafy California Buckwheat,Eriogonum fasciculatum var. foliolosum,//legacy.calscape.org/qrcodes/Eriogonum-fasciculatum-var.-foliolosum(192)
Willowy Monardella,Monardella viminea,//legacy.calscape.org/qrcodes/Monardella-viminea(192)
Creamcups,Platystemon californicus,//legacy.calscape.org/qrcodes/Platystemon-californicus(192)
Lacy Phacelia,Phacelia tanacetifolia,//legacy.calscape.org/qrcodes/Phacelia-tanacetifolia(192)
Clustered Tarweed,Deinandra fasciculata,//legacy.calscape.org/qrcodes/Deinandra-fasciculata(192)
Red Spotted Clarkia,Clarkia speciosa,//legacy.calscape.org/qrcodes/Clarkia-speciosa(192)
Scarlet Larkspur,Delphinium cardinale,//legacy.calscape.org/qrcodes/Delphinium-cardinale(192)
Cardinal Catchfly,Silene laciniata,//legacy.calscape.org/qrcodes/Silene-laciniata(192)
Cow Parsnip,Heracleum maximum,//legacy.calscape.org/qrcodes/Heracleum-maximum(192)
Elephant Tree,Bursera microphylla,//legacy.calscape.org/qrcodes/Bursera-microphylla(192)
California Maiden Hair Fern,Adiantum jordanii,//legacy.calscape.org/qrcodes/Adiantum-jordanii(192)
Woodland Strawberry,Fragaria vesca,//legacy.calscape.org/qrcodes/Fragaria-vesca(192)
California Polypody,Polypodium californicum,//legacy.calscape.org/qrcodes/Polypodium-californicum(192)
San Diego Barrelcactus,Ferocactus viridescens,//legacy.calscape.org/qrcodes/Ferocactus-viridescens(192)
California Aster,Symphyotrichum chilense,//legacy.calscape.org/qrcodes/Symphyotrichum-chilense(192)
Evergreen Huckleberry,Vaccinium ovatum,//legacy.calscape.org/qrcodes/Vaccinium-ovatum(192)
Streambank Springbeauty,Claytonia parviflora,//legacy.calscape.org/qrcodes/Claytonia-parviflora(192)
Sunflower,Helianthus annuus,//legacy.calscape.org/qrcodes/Helianthus-annuus(192)
California Matchweed,Gutierrezia californica,//legacy.calscape.org/qrcodes/Gutierrezia-californica(192)
Common Juniper,Juniperus communis,//legacy.calscape.org/qrcodes/Juniperus-communis(192)
Cliff Spurge,Euphorbia misera,//legacy.calscape.org/qrcodes/Euphorbia-misera(192)
Red Shanks,Adenostoma sparsifolium,//legacy.calscape.org/qrcodes/Adenostoma-sparsifolium(192)
Bonny Doon Manzanita,Arctostaphylos silvicola,//legacy.calscape.org/qrcodes/Arctostaphylos-silvicola(192)
Hairy Ceanothus,Ceanothus oliganthus var. oliganthus,//legacy.calscape.org/qrcodes/Ceanothus-oliganthus-var.-oliganthus(192)
Pearly Everlasting,Anaphalis margaritacea,//legacy.calscape.org/qrcodes/Anaphalis-margaritacea(192)
Sitka Spruce,Picea sitchensis,//legacy.calscape.org/qrcodes/Picea-sitchensis(192)
Hillside Gooseberry,Ribes californicum,//legacy.calscape.org/qrcodes/Ribes-californicum(192)
Wavy Leaved Ceanothus,Ceanothus foliosus,//legacy.calscape.org/qrcodes/Ceanothus-foliosus(192)
Checker Lily,Fritillaria affinis,//legacy.calscape.org/qrcodes/Fritillaria-affinis(192)
Bitter Root,Lewisia rediviva,//legacy.calscape.org/qrcodes/Lewisia-rediviva(192)
Silver Buffaloberry,Shepherdia argentea,//legacy.calscape.org/qrcodes/Shepherdia-argentea(192)
Bishop Manzanita,Arctostaphylos obispoensis,//legacy.calscape.org/qrcodes/Arctostaphylos-obispoensis(192)
Fivespot,Nemophila maculata,//legacy.calscape.org/qrcodes/Nemophila-maculata(192)
Sand Mesa Manzanita,Arctostaphylos rudis,//legacy.calscape.org/qrcodes/Arctostaphylos-rudis(192)
Black Twinberry,Lonicera involucrata,//legacy.calscape.org/qrcodes/Lonicera-involucrata(192)
Douglas Fir,Pseudotsuga menziesii,//legacy.calscape.org/qrcodes/Pseudotsuga-menziesii(192)
Baja Desert Thorn,Lycium brevipes,//legacy.calscape.org/qrcodes/Lycium-brevipes(192)
Wright's Cudweed,Pseudognaphalium microcephalum,//legacy.calscape.org/qrcodes/Pseudognaphalium-microcephalum(192)
Brittle Leaf Manzanita,Arctostaphylos crustacea ssp. crustacea,//legacy.calscape.org/qrcodes/Arctostaphylos-crustacea-ssp.-crustacea(192)
Emory's Rockdaisy,Perityle emoryi,//legacy.calscape.org/qrcodes/Perityle-emoryi(192)
Santa Margarita Manzanita,Arctostaphylos pilosula,//legacy.calscape.org/qrcodes/Arctostaphylos-pilosula(192)
Honey Mesquite,Prosopis glandulosa,//legacy.calscape.org/qrcodes/Prosopis-glandulosa(192)
Leather Oak,Quercus durata var. durata,//legacy.calscape.org/qrcodes/Quercus-durata-var.-durata(192)
Small Leaved Clematis,Clematis pauciflora,//legacy.calscape.org/qrcodes/Clematis-pauciflora(192)
Miniature Lupine,Lupinus bicolor,//legacy.calscape.org/qrcodes/Lupinus-bicolor(192)
Blue Palo Verde,Parkinsonia florida,//legacy.calscape.org/qrcodes/Parkinsonia-florida(192)
Port Orford Cedar,Chamaecyparis lawsoniana,//legacy.calscape.org/qrcodes/Chamaecyparis-lawsoniana(192)
Pringle Manzanita,Arctostaphylos pringlei,//legacy.calscape.org/qrcodes/Arctostaphylos-pringlei(192)
Nuttall's Snapdragon,Antirrhinum nuttallianum,//legacy.calscape.org/qrcodes/Antirrhinum-nuttallianum(192)
Royal Lupine,Lupinus odoratus,//legacy.calscape.org/qrcodes/Lupinus-odoratus(192)
Yellow Palo Verde,Parkinsonia microphylla,//legacy.calscape.org/qrcodes/Parkinsonia-microphylla(192)
Clark Mountain Agave,Agave utahensis var. nevadensis,//legacy.calscape.org/qrcodes/Agave-utahensis-var.-nevadensis(192)
Blue Wildrye,Elymus glaucus,//legacy.calscape.org/qrcodes/Elymus-glaucus(192)
Brook Foam,Boykinia occidentalis,//legacy.calscape.org/qrcodes/Boykinia-occidentalis(192)
False Lily Of The Vally,Maianthemum dilatatum,//legacy.calscape.org/qrcodes/Maianthemum-dilatatum(192)
Bigelow's Monkeyflower,Mimulus bigelovii,//legacy.calscape.org/qrcodes/Mimulus-bigelovii(192)
Screwbean Mesquite,Prosopis pubescens,//legacy.calscape.org/qrcodes/Prosopis-pubescens(192)
Telegraph Plant,Heterotheca grandiflora,//legacy.calscape.org/qrcodes/Heterotheca-grandiflora(192)
White Brodiaea,Triteleia hyacinthina,//legacy.calscape.org/qrcodes/Triteleia-hyacinthina(192)
Gaping Keckiella,Keckiella breviflora,//legacy.calscape.org/qrcodes/Keckiella-breviflora(192)
California Ash,Fraxinus dipetala,//legacy.calscape.org/qrcodes/Fraxinus-dipetala(192)
Red Ribbons,Clarkia concinna,//legacy.calscape.org/qrcodes/Clarkia-concinna(192)
Dune Sagewort,Artemisia pycnocephala,//legacy.calscape.org/qrcodes/Artemisia-pycnocephala(192)
Cane Cholla,Cylindropuntia californica var. parkeri,//legacy.calscape.org/qrcodes/Cylindropuntia-californica-var.-parkeri(192)
Coulter's Lupine,Lupinus sparsiflorus,//legacy.calscape.org/qrcodes/Lupinus-sparsiflorus(192)
Seaside Bird's Foot Trefoil,Hosackia gracilis,//legacy.calscape.org/qrcodes/Hosackia-gracilis(192)
Cotton Catclaw,Tetradymia axillaris,//legacy.calscape.org/qrcodes/Tetradymia-axillaris(192)
Catclaw,Senegalia greggii,//legacy.calscape.org/qrcodes/Senegalia-greggii(192)
Birdfoot Cliffbrake,Pellaea mucronata,//legacy.calscape.org/qrcodes/Pellaea-mucronata(192)
Spring Madia,Madia elegans,//legacy.calscape.org/qrcodes/Madia-elegans(192)
Mesquite,Prosopis glandulosa var. torreyana,//legacy.calscape.org/qrcodes/Prosopis-glandulosa-var.-torreyana(192)
Fish Hook Cactus,Mammillaria dioica,//legacy.calscape.org/qrcodes/Mammillaria-dioica(192)
Narrow Leaf Mule Ears,Wyethia angustifolia,//legacy.calscape.org/qrcodes/Wyethia-angustifolia(192)
California Prickly Phlox,Linanthus californicus,//legacy.calscape.org/qrcodes/Linanthus-californicus(192)
Common Yellow Chaenactis,Chaenactis glabriuscula,//legacy.calscape.org/qrcodes/Chaenactis-glabriuscula(192)
Wild Hyacinth,Dichelostemma multiflorum,//legacy.calscape.org/qrcodes/Dichelostemma-multiflorum(192)
Desert Agave,Agave deserti,//legacy.calscape.org/qrcodes/Agave-deserti(192)
Dune Tansy,Tanacetum bipinnatum,//legacy.calscape.org/qrcodes/Tanacetum-bipinnatum(192)
Pacific Reedgrass,Calamagrostis nutkaensis,//legacy.calscape.org/qrcodes/Calamagrostis-nutkaensis(192)
Bunchberry,Cornus canadensis,//legacy.calscape.org/qrcodes/Cornus-canadensis(192)
Artemisia Leaved Chaenactis,Chaenactis artemisiifolia,//legacy.calscape.org/qrcodes/Chaenactis-artemisiifolia(192)
Tanoak,Notholithocarpus densiflorus,//legacy.calscape.org/qrcodes/Notholithocarpus-densiflorus(192)
Sandscrub Ceanothus,Ceanothus dentatus,//legacy.calscape.org/qrcodes/Ceanothus-dentatus(192)
Lewis' Monkeyflower,Mimulus lewisii,//legacy.calscape.org/qrcodes/Mimulus-lewisii(192)
Jeffrey Pine,Pinus jeffreyi,//legacy.calscape.org/qrcodes/Pinus-jeffreyi(192)
Clark Mountain Agave,Agave utahensis,//legacy.calscape.org/qrcodes/Agave-utahensis(192)
Balsam Fir,Abies concolor,//legacy.calscape.org/qrcodes/Abies-concolor(192)
Subalpine Fir,Abies lasiocarpa,//legacy.calscape.org/qrcodes/Abies-lasiocarpa(192)
Calistoga Ceanothus,Ceanothus divergens,//legacy.calscape.org/qrcodes/Ceanothus-divergens(192)
Wild Heliotrope,Phacelia distans,//legacy.calscape.org/qrcodes/Phacelia-distans(192)
Ocean Spray,Holodiscus discolor,//legacy.calscape.org/qrcodes/Holodiscus-discolor(192)
Jones's Bushmallow,Malacothamnus jonesii,//legacy.calscape.org/qrcodes/Malacothamnus-jonesii(192)
Mojave Yucca,Yucca schidigera,//legacy.calscape.org/qrcodes/Yucca-schidigera(192)
Columbia Lily,Lilium columbianum,//legacy.calscape.org/qrcodes/Lilium-columbianum(192)
Coast Prickly Pear,Opuntia littoralis,//legacy.calscape.org/qrcodes/Opuntia-littoralis(192)
Alpine Lily,Lilium parvum,//legacy.calscape.org/qrcodes/Lilium-parvum(192)
Three Spine Hedgehog Cactus,Echinocereus mojavensis,//legacy.calscape.org/qrcodes/Echinocereus-mojavensis(192)
Elegant Lupine,Lupinus concinnus,//legacy.calscape.org/qrcodes/Lupinus-concinnus(192)
Bitter Cherry,Prunus emarginata,//legacy.calscape.org/qrcodes/Prunus-emarginata(192)
Western Poison Oak,Toxicodendron diversilobum,//legacy.calscape.org/qrcodes/Toxicodendron-diversilobum(192)
Creosote Bush,Larrea tridentata,//legacy.calscape.org/qrcodes/Larrea-tridentata(192)
Bee Plant,Scrophularia californica,//legacy.calscape.org/qrcodes/Scrophularia-californica(192)
Indian Rhubarb,Darmera peltata,//legacy.calscape.org/qrcodes/Darmera-peltata(192)
Hairyleaf Redberry,Rhamnus pilosa,//legacy.calscape.org/qrcodes/Rhamnus-pilosa(192)
Limber Pine,Pinus flexilis,//legacy.calscape.org/qrcodes/Pinus-flexilis(192)
Balsam Fir,Abies magnifica,//legacy.calscape.org/qrcodes/Abies-magnifica(192)
San Diego Povertyweed,Iva hayesiana,//legacy.calscape.org/qrcodes/Iva-hayesiana(192)
Pacific Dogwood,Cornus nuttallii,//legacy.calscape.org/qrcodes/Cornus-nuttallii(192)
Bigflower Tellima,Tellima grandiflora,//legacy.calscape.org/qrcodes/Tellima-grandiflora(192)
Black Elderberry,Sambucus nigra,//legacy.calscape.org/qrcodes/Sambucus-nigra(192)
California Blackberry,Rubus ursinus,//legacy.calscape.org/qrcodes/Rubus-ursinus(192)
Common Snowberry,Symphoricarpos albus,//legacy.calscape.org/qrcodes/Symphoricarpos-albus(192)
Common Rush,Juncus patens,//legacy.calscape.org/qrcodes/Juncus-patens(192)
Red Flowering Currant,Ribes sanguineum,//legacy.calscape.org/qrcodes/Ribes-sanguineum(192)
Oregon Gumweed,Grindelia stricta,//legacy.calscape.org/qrcodes/Grindelia-stricta(192)
Mugwort,Artemisia douglasiana,//legacy.calscape.org/qrcodes/Artemisia-douglasiana(192)
Pink-flowering Currant,Ribes sanguineum var. glutinosum,//legacy.calscape.org/qrcodes/Ribes-sanguineum-var.-glutinosum(192)
Creeping Wild Rye,Elymus triticoides,//legacy.calscape.org/qrcodes/Elymus-triticoides(192)
Coyote Mint,Monardella villosa,//legacy.calscape.org/qrcodes/Monardella-villosa(192)
Tufted Hairgrass,Deschampsia cespitosa,//legacy.calscape.org/qrcodes/Deschampsia-cespitosa(192)
Scouring Rush Horsetail,Equisetum hyemale,//legacy.calscape.org/qrcodes/Equisetum-hyemale(192)
Threenerve Goldenrod,Solidago velutina,//legacy.calscape.org/qrcodes/Solidago-velutina(192)
Soft Rush,Juncus effusus,//legacy.calscape.org/qrcodes/Juncus-effusus(192)
Ivyleaf Groundcherry,Physalis hederifolia,//legacy.calscape.org/qrcodes/Physalis-hederifolia(192)
Sandbar Willow,Salix exigua,//legacy.calscape.org/qrcodes/Salix-exigua(192)
Soap Plant,Chlorogalum pomeridianum,//legacy.calscape.org/qrcodes/Chlorogalum-pomeridianum(192)
Pacific Ninebark,Physocarpus capitatus,//legacy.calscape.org/qrcodes/Physocarpus-capitatus(192)
Alkali Sacaton,Sporobolus airoides,//legacy.calscape.org/qrcodes/Sporobolus-airoides(192)
Sonoma Sage,Salvia sonomensis,//legacy.calscape.org/qrcodes/Salvia-sonomensis(192)
Beaked Hazelnut,Corylus cornuta,//legacy.calscape.org/qrcodes/Corylus-cornuta(192)
Saltgrass,Distichlis spicata,//legacy.calscape.org/qrcodes/Distichlis-spicata(192)
Small Flowered Melica,Melica imperfecta,//legacy.calscape.org/qrcodes/Melica-imperfecta(192)
Leafy Reed Grass,Calamagrostis foliosa,//legacy.calscape.org/qrcodes/Calamagrostis-foliosa(192)
Deer Fern,Blechnum spicant,//legacy.calscape.org/qrcodes/Blechnum-spicant(192)
Chokecherry,Prunus virginiana,//legacy.calscape.org/qrcodes/Prunus-virginiana(192)
Firecracker Penstemon,Penstemon eatonii,//legacy.calscape.org/qrcodes/Penstemon-eatonii(192)
Nodding Needle Grass,Stipa cernua,//legacy.calscape.org/qrcodes/Stipa-cernua(192)
Junegrass,Koeleria macrantha,//legacy.calscape.org/qrcodes/Koeleria-macrantha(192)
California Melicgrass,Melica californica,//legacy.calscape.org/qrcodes/Melica-californica(192)
Pacific Manzanita,Arctostaphylos pacifica,//legacy.calscape.org/qrcodes/Arctostaphylos-pacifica(192)
Western Serviceberry,Amelanchier alnifolia,//legacy.calscape.org/qrcodes/Amelanchier-alnifolia(192)
Red Alder,Alnus rubra,//legacy.calscape.org/qrcodes/Alnus-rubra(192)
California Buttercup,Ranunculus californicus,//legacy.calscape.org/qrcodes/Ranunculus-californicus(192)
Water Birch,Betula occidentalis,//legacy.calscape.org/qrcodes/Betula-occidentalis(192)
Shadscale,Atriplex canescens,//legacy.calscape.org/qrcodes/Atriplex-canescens(192)
Bluff Lettuce,Dudleya farinosa,//legacy.calscape.org/qrcodes/Dudleya-farinosa(192)
